PPTYP,PPTYPT,PPGROUP,PPGROUPT,PAYPLAN,PAYPLANT,PPGRD
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WG,WG-NONSUPERVISORY PAY SCHEDULES - FEDERAL WAGE SYSTEM,WG-06
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WG,WG-NONSUPERVISORY PAY SCHEDULES - FEDERAL WAGE SYSTEM,WG-07
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WG,WG-NONSUPERVISORY PAY SCHEDULES - FEDERAL WAGE SYSTEM,WG-08
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WG,WG-NONSUPERVISORY PAY SCHEDULES - FEDERAL WAGE SYSTEM,WG-09
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WG,WG-NONSUPERVISORY PAY SCHEDULES - FEDERAL WAGE SYSTEM,WG-10
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WG,WG-NONSUPERVISORY PAY SCHEDULES - FEDERAL WAGE SYSTEM,WG-11
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WG,WG-NONSUPERVISORY PAY SCHEDULES - FEDERAL WAGE SYSTEM,WG-12
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WG,WG-NONSUPERVISORY PAY SCHEDULES - FEDERAL WAGE SYSTEM,WG-13
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WG,WG-NONSUPERVISORY PAY SCHEDULES - FEDERAL WAGE SYSTEM,WG-14
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WG,WG-NONSUPERVISORY PAY SCHEDULES - FEDERAL WAGE SYSTEM,WG-15
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WJ,WJ-HOPPER DREDGE SCHEDULE--FEDERAL WAGE SYSTEM,WJ-03
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WJ,WJ-HOPPER DREDGE SCHEDULE--FEDERAL WAGE SYSTEM,WJ-04
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WJ,WJ-HOPPER DREDGE SCHEDULE--FEDERAL WAGE SYSTEM,WJ-05
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WJ,WJ-HOPPER DREDGE SCHEDULE--FEDERAL WAGE SYSTEM,WJ-07
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WJ,WJ-HOPPER DREDGE SCHEDULE--FEDERAL WAGE SYSTEM,WJ-08
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WJ,WJ-HOPPER DREDGE SCHEDULE--FEDERAL WAGE SYSTEM,WJ-10
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WJ,WJ-HOPPER DREDGE SCHEDULE--FEDERAL WAGE SYSTEM,WJ-11
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WJ,WJ-HOPPER DREDGE SCHEDULE--FEDERAL WAGE SYSTEM,WJ-14
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WJ,WJ-HOPPER DREDGE SCHEDULE--FEDERAL WAGE SYSTEM,WJ-15
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WJ,WJ-HOPPER DREDGE SCHEDULE--FEDERAL WAGE SYSTEM,WJ-16
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WK,"WK-HOPPER DREDGE SCHEDULE, NONSUPERVISORY",WK-02
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WK,"WK-HOPPER DREDGE SCHEDULE, NONSUPERVISORY",WK-04
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WK,"WK-HOPPER DREDGE SCHEDULE, NONSUPERVISORY",WK-05
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WK,"WK-HOPPER DREDGE SCHEDULE, NONSUPERVISORY",WK-06
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WK,"WK-HOPPER DREDGE SCHEDULE, NONSUPERVISORY",WK-07
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WK,"WK-HOPPER DREDGE SCHEDULE, NONSUPERVISORY",WK-08
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WK,"WK-HOPPER DREDGE SCHEDULE, NONSUPERVISORY",WK-09
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WK,"WK-HOPPER DREDGE SCHEDULE, NONSUPERVISORY",WK-10
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WK,"WK-HOPPER DREDGE SCHEDULE, NONSUPERVISORY",WK-11
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WK,"WK-HOPPER DREDGE SCHEDULE, NONSUPERVISORY",WK-12
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WK,"WK-HOPPER DREDGE SCHEDULE, NONSUPERVISORY",WK-13
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WL,WL-LEADER PAY SCHEDULE - FEDERAL WAGE SYSTEM,WL-01
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WL,WL-LEADER PAY SCHEDULE - FEDERAL WAGE SYSTEM,WL-02
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WL,WL-LEADER PAY SCHEDULE - FEDERAL WAGE SYSTEM,WL-03
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WL,WL-LEADER PAY SCHEDULE - FEDERAL WAGE SYSTEM,WL-04
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WL,WL-LEADER PAY SCHEDULE - FEDERAL WAGE SYSTEM,WL-05
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WL,WL-LEADER PAY SCHEDULE - FEDERAL WAGE SYSTEM,WL-06
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WL,WL-LEADER PAY SCHEDULE - FEDERAL WAGE SYSTEM,WL-07
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WL,WL-LEADER PAY SCHEDULE - FEDERAL WAGE SYSTEM,WL-08
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WL,WL-LEADER PAY SCHEDULE - FEDERAL WAGE SYSTEM,WL-09
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WL,WL-LEADER PAY SCHEDULE - FEDERAL WAGE SYSTEM,WL-10
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WL,WL-LEADER PAY SCHEDULE - FEDERAL WAGE SYSTEM,WL-11
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WL,WL-LEADER PAY SCHEDULE - FEDERAL WAGE SYSTEM,WL-12
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WL,WL-LEADER PAY SCHEDULE - FEDERAL WAGE SYSTEM,WL-13
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WL,WL-LEADER PAY SCHEDULE - FEDERAL WAGE SYSTEM,WL-14
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WL,WL-LEADER PAY SCHEDULE - FEDERAL WAGE SYSTEM,WL-15
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WN,WN-PRODUCTION FACILITATING SUPERVISORY FEDERAL WAGE SYSTEM,WN-04
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WN,WN-PRODUCTION FACILITATING SUPERVISORY FEDERAL WAGE SYSTEM,WN-07
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WO,WO-NAVIGATIONAL LOCK AND DAM OPERATION AND MAINTENANCE POSITIONS IN THE U.S. ARMY CORPS OF ENGINEERS - LEADER - F,WO-05
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WO,WO-NAVIGATIONAL LOCK AND DAM OPERATION AND MAINTENANCE POSITIONS IN THE U.S. ARMY CORPS OF ENGINEERS - LEADER - F,WO-07
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WO,WO-NAVIGATIONAL LOCK AND DAM OPERATION AND MAINTENANCE POSITIONS IN THE U.S. ARMY CORPS OF ENGINEERS - LEADER - F,WO-08
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WO,WO-NAVIGATIONAL LOCK AND DAM OPERATION AND MAINTENANCE POSITIONS IN THE U.S. ARMY CORPS OF ENGINEERS - LEADER - F,WO-09
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WO,WO-NAVIGATIONAL LOCK AND DAM OPERATION AND MAINTENANCE POSITIONS IN THE U.S. ARMY CORPS OF ENGINEERS - LEADER - F,WO-10
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WO,WO-NAVIGATIONAL LOCK AND DAM OPERATION AND MAINTENANCE POSITIONS IN THE U.S. ARMY CORPS OF ENGINEERS - LEADER - F,WO-11
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WQ,"WQ-AIRCRAFT, ELECTRONIC EQUIPMENT, AND OPTICAL INSTRUMENT OVERHAUL AND REPAIR IN PUERTO RICO - SUPERVISORY - FEDE",WQ-09
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WQ,"WQ-AIRCRAFT, ELECTRONIC EQUIPMENT, AND OPTICAL INSTRUMENT OVERHAUL AND REPAIR IN PUERTO RICO - SUPERVISORY - FEDE",WQ-10
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WQ,"WQ-AIRCRAFT, ELECTRONIC EQUIPMENT, AND OPTICAL INSTRUMENT OVERHAUL AND REPAIR IN PUERTO RICO - SUPERVISORY - FEDE",WQ-11
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WQ,"WQ-AIRCRAFT, ELECTRONIC EQUIPMENT, AND OPTICAL INSTRUMENT OVERHAUL AND REPAIR IN PUERTO RICO - SUPERVISORY - FEDE",WQ-12
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WQ,"WQ-AIRCRAFT, ELECTRONIC EQUIPMENT, AND OPTICAL INSTRUMENT OVERHAUL AND REPAIR IN PUERTO RICO - SUPERVISORY - FEDE",WQ-13
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WQ,"WQ-AIRCRAFT, ELECTRONIC EQUIPMENT, AND OPTICAL INSTRUMENT OVERHAUL AND REPAIR IN PUERTO RICO - SUPERVISORY - FEDE",WQ-14
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WR,"WR-AIRCRAFT, ELECTRONIC EQUIPMENT, AND OPTICAL INSTRUMENT OVERHAUL AND REPAIR IN PUERTO RICO - LEADER - FEDERAL W",WR-10
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WS,WS-SUPERVISORY PAY SCHEDULES - FEDERAL WAGE SYSTEM,WS-01
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WS,WS-SUPERVISORY PAY SCHEDULES - FEDERAL WAGE SYSTEM,WS-02
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WS,WS-SUPERVISORY PAY SCHEDULES - FEDERAL WAGE SYSTEM,WS-03
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WS,WS-SUPERVISORY PAY SCHEDULES - FEDERAL WAGE SYSTEM,WS-04
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WS,WS-SUPERVISORY PAY SCHEDULES - FEDERAL WAGE SYSTEM,WS-05
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WS,WS-SUPERVISORY PAY SCHEDULES - FEDERAL WAGE SYSTEM,WS-06
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WS,WS-SUPERVISORY PAY SCHEDULES - FEDERAL WAGE SYSTEM,WS-07
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WS,WS-SUPERVISORY PAY SCHEDULES - FEDERAL WAGE SYSTEM,WS-08
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WS,WS-SUPERVISORY PAY SCHEDULES - FEDERAL WAGE SYSTEM,WS-09
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WS,WS-SUPERVISORY PAY SCHEDULES - FEDERAL WAGE SYSTEM,WS-10
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WS,WS-SUPERVISORY PAY SCHEDULES - FEDERAL WAGE SYSTEM,WS-11
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WS,WS-SUPERVISORY PAY SCHEDULES - FEDERAL WAGE SYSTEM,WS-12
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WS,WS-SUPERVISORY PAY SCHEDULES - FEDERAL WAGE SYSTEM,WS-13
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WS,WS-SUPERVISORY PAY SCHEDULES - FEDERAL WAGE SYSTEM,WS-14
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WS,WS-SUPERVISORY PAY SCHEDULES - FEDERAL WAGE SYSTEM,WS-15
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WS,WS-SUPERVISORY PAY SCHEDULES - FEDERAL WAGE SYSTEM,WS-16
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WS,WS-SUPERVISORY PAY SCHEDULES - FEDERAL WAGE SYSTEM,WS-17
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WS,WS-SUPERVISORY PAY SCHEDULES - FEDERAL WAGE SYSTEM,WS-18
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WT,WT-APPRENTICES AND SHOP TRAINEES - FEDERAL WAGE SYSTEM,WT-00
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WT,WT-APPRENTICES AND SHOP TRAINEES - FEDERAL WAGE SYSTEM,WT-11
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WU,"WU-AIRCRAFT, ELECTRONIC EQUIPMENT, AND OPTICAL INSTRUMENT OVERHAUL AND REPAIR IN PUERTO RICO - NONSUPERVISORY - F",WU-08
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WU,"WU-AIRCRAFT, ELECTRONIC EQUIPMENT, AND OPTICAL INSTRUMENT OVERHAUL AND REPAIR IN PUERTO RICO - NONSUPERVISORY - F",WU-09
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WU,"WU-AIRCRAFT, ELECTRONIC EQUIPMENT, AND OPTICAL INSTRUMENT OVERHAUL AND REPAIR IN PUERTO RICO - NONSUPERVISORY - F",WU-10
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WU,"WU-AIRCRAFT, ELECTRONIC EQUIPMENT, AND OPTICAL INSTRUMENT OVERHAUL AND REPAIR IN PUERTO RICO - NONSUPERVISORY - F",WU-11
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WU,"WU-AIRCRAFT, ELECTRONIC EQUIPMENT, AND OPTICAL INSTRUMENT OVERHAUL AND REPAIR IN PUERTO RICO - NONSUPERVISORY - F",WU-12
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WU,"WU-AIRCRAFT, ELECTRONIC EQUIPMENT, AND OPTICAL INSTRUMENT OVERHAUL AND REPAIR IN PUERTO RICO - NONSUPERVISORY - F",WU-13
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WY,"WY-NAVIGATIONAL LOCK & DAM OPERATION & MAINTENANCE POSITIONS IN U.S. ARMY CORPS OF ENGINEERS, NONSUPERVISORY, FWS",WY-01
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WY,"WY-NAVIGATIONAL LOCK & DAM OPERATION & MAINTENANCE POSITIONS IN U.S. ARMY CORPS OF ENGINEERS, NONSUPERVISORY, FWS",WY-02
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WY,"WY-NAVIGATIONAL LOCK & DAM OPERATION & MAINTENANCE POSITIONS IN U.S. ARMY CORPS OF ENGINEERS, NONSUPERVISORY, FWS",WY-03
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WY,"WY-NAVIGATIONAL LOCK & DAM OPERATION & MAINTENANCE POSITIONS IN U.S. ARMY CORPS OF ENGINEERS, NONSUPERVISORY, FWS",WY-04
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WY,"WY-NAVIGATIONAL LOCK & DAM OPERATION & MAINTENANCE POSITIONS IN U.S. ARMY CORPS OF ENGINEERS, NONSUPERVISORY, FWS",WY-05
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WY,"WY-NAVIGATIONAL LOCK & DAM OPERATION & MAINTENANCE POSITIONS IN U.S. ARMY CORPS OF ENGINEERS, NONSUPERVISORY, FWS",WY-06
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WY,"WY-NAVIGATIONAL LOCK & DAM OPERATION & MAINTENANCE POSITIONS IN U.S. ARMY CORPS OF ENGINEERS, NONSUPERVISORY, FWS",WY-07
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WY,"WY-NAVIGATIONAL LOCK & DAM OPERATION & MAINTENANCE POSITIONS IN U.S. ARMY CORPS OF ENGINEERS, NONSUPERVISORY, FWS",WY-08
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WY,"WY-NAVIGATIONAL LOCK & DAM OPERATION & MAINTENANCE POSITIONS IN U.S. ARMY CORPS OF ENGINEERS, NONSUPERVISORY, FWS",WY-09
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WY,"WY-NAVIGATIONAL LOCK & DAM OPERATION & MAINTENANCE POSITIONS IN U.S. ARMY CORPS OF ENGINEERS, NONSUPERVISORY, FWS",WY-10
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WY,"WY-NAVIGATIONAL LOCK & DAM OPERATION & MAINTENANCE POSITIONS IN U.S. ARMY CORPS OF ENGINEERS, NONSUPERVISORY, FWS",WY-11
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XA,XA-SPECIAL OVERLAP AREA RATE SCHEDULE - NONSUPERVISORY - FEDERAL WAGE SYSTEM,XA-03
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XA,XA-SPECIAL OVERLAP AREA RATE SCHEDULE - NONSUPERVISORY - FEDERAL WAGE SYSTEM,XA-04
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XA,XA-SPECIAL OVERLAP AREA RATE SCHEDULE - NONSUPERVISORY - FEDERAL WAGE SYSTEM,XA-05
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XA,XA-SPECIAL OVERLAP AREA RATE SCHEDULE - NONSUPERVISORY - FEDERAL WAGE SYSTEM,XA-07
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XA,XA-SPECIAL OVERLAP AREA RATE SCHEDULE - NONSUPERVISORY - FEDERAL WAGE SYSTEM,XA-08
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XA,XA-SPECIAL OVERLAP AREA RATE SCHEDULE - NONSUPERVISORY - FEDERAL WAGE SYSTEM,XA-09
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XA,XA-SPECIAL OVERLAP AREA RATE SCHEDULE - NONSUPERVISORY - FEDERAL WAGE SYSTEM,XA-10
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XA,XA-SPECIAL OVERLAP AREA RATE SCHEDULE - NONSUPERVISORY - FEDERAL WAGE SYSTEM,XA-11
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XB,XB-SPECIAL OVERLAP AREA RATE SCHEDULE - LEADER - FEDERAL WAGE SYSTEM,XB-05
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XB,XB-SPECIAL OVERLAP AREA RATE SCHEDULE - LEADER - FEDERAL WAGE SYSTEM,XB-07
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XC,XC-SPECIAL OVERLAP AREA RATE SCHEDULE - SUPERVISORY - FEDERAL WAGE SYSTEM,XC-05
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XC,XC-SPECIAL OVERLAP AREA RATE SCHEDULE - SUPERVISORY - FEDERAL WAGE SYSTEM,XC-07
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XC,XC-SPECIAL OVERLAP AREA RATE SCHEDULE - SUPERVISORY - FEDERAL WAGE SYSTEM,XC-08
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XC,XC-SPECIAL OVERLAP AREA RATE SCHEDULE - SUPERVISORY - FEDERAL WAGE SYSTEM,XC-09
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XC,XC-SPECIAL OVERLAP AREA RATE SCHEDULE - SUPERVISORY - FEDERAL WAGE SYSTEM,XC-10
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XD,XD-NONSUPERVISORY PRODUCTION FACILITATING SPECIAL SCHEDULE PRINTING EMPLOYEE,XD-05
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XE,XE-SUPERVISORS OF NEGOTIATED RATE EMPLOYEES--FEDERAL WAGE SYSTEM,XE-00
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XF,XF-FLOATING PLANT SCHEDULE (OTHER THAN HOPPER DREDGE) SCHEDULE--NONSUPERVISORY--FEDERAL WAGE SYSTEM,XF-02
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XF,XF-FLOATING PLANT SCHEDULE (OTHER THAN HOPPER DREDGE) SCHEDULE--NONSUPERVISORY--FEDERAL WAGE SYSTEM,XF-03
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XF,XF-FLOATING PLANT SCHEDULE (OTHER THAN HOPPER DREDGE) SCHEDULE--NONSUPERVISORY--FEDERAL WAGE SYSTEM,XF-04
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XF,XF-FLOATING PLANT SCHEDULE (OTHER THAN HOPPER DREDGE) SCHEDULE--NONSUPERVISORY--FEDERAL WAGE SYSTEM,XF-05
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XF,XF-FLOATING PLANT SCHEDULE (OTHER THAN HOPPER DREDGE) SCHEDULE--NONSUPERVISORY--FEDERAL WAGE SYSTEM,XF-06
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XF,XF-FLOATING PLANT SCHEDULE (OTHER THAN HOPPER DREDGE) SCHEDULE--NONSUPERVISORY--FEDERAL WAGE SYSTEM,XF-07
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XF,XF-FLOATING PLANT SCHEDULE (OTHER THAN HOPPER DREDGE) SCHEDULE--NONSUPERVISORY--FEDERAL WAGE SYSTEM,XF-08
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XF,XF-FLOATING PLANT SCHEDULE (OTHER THAN HOPPER DREDGE) SCHEDULE--NONSUPERVISORY--FEDERAL WAGE SYSTEM,XF-09
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XF,XF-FLOATING PLANT SCHEDULE (OTHER THAN HOPPER DREDGE) SCHEDULE--NONSUPERVISORY--FEDERAL WAGE SYSTEM,XF-10
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XF,XF-FLOATING PLANT SCHEDULE (OTHER THAN HOPPER DREDGE) SCHEDULE--NONSUPERVISORY--FEDERAL WAGE SYSTEM,XF-11
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XF,XF-FLOATING PLANT SCHEDULE (OTHER THAN HOPPER DREDGE) SCHEDULE--NONSUPERVISORY--FEDERAL WAGE SYSTEM,XF-12
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XF,XF-FLOATING PLANT SCHEDULE (OTHER THAN HOPPER DREDGE) SCHEDULE--NONSUPERVISORY--FEDERAL WAGE SYSTEM,XF-13
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XF,XF-FLOATING PLANT SCHEDULE (OTHER THAN HOPPER DREDGE) SCHEDULE--NONSUPERVISORY--FEDERAL WAGE SYSTEM,XF-14
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XG,XG-FLOATING PLANT (OTHER THAN HOPPER DREDGE) SCHEDULE--LEADER--FEDERAL WAGE SYSTEM,XG-04
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XG,XG-FLOATING PLANT (OTHER THAN HOPPER DREDGE) SCHEDULE--LEADER--FEDERAL WAGE SYSTEM,XG-06
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XG,XG-FLOATING PLANT (OTHER THAN HOPPER DREDGE) SCHEDULE--LEADER--FEDERAL WAGE SYSTEM,XG-08
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XG,XG-FLOATING PLANT (OTHER THAN HOPPER DREDGE) SCHEDULE--LEADER--FEDERAL WAGE SYSTEM,XG-09
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XG,XG-FLOATING PLANT (OTHER THAN HOPPER DREDGE) SCHEDULE--LEADER--FEDERAL WAGE SYSTEM,XG-10
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XG,XG-FLOATING PLANT (OTHER THAN HOPPER DREDGE) SCHEDULE--LEADER--FEDERAL WAGE SYSTEM,XG-11
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XH,XH-FLOATING PLANT (OTHER THAN HOPPER DREDGE) SCHEDULE--FEDERAL WAGE SYSTEM,XH-03
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XH,XH-FLOATING PLANT (OTHER THAN HOPPER DREDGE) SCHEDULE--FEDERAL WAGE SYSTEM,XH-04
