AGYTYP,AGYTYPT,AGY,AGYT,AGYSUB,AGYSUBT
1,Cabinet Level Agencies,DD,DD-DEPARTMENT OF DEFENSE,DD29,DD29-DEFENSE TECHNOLOGY SECURITY ADMINISTRATION
1,Cabinet Level Agencies,DD,DD-DEPARTMENT OF DEFENSE,DD32,DD32-ON-SITE INSPECTION AGENCY
1,Cabinet Level Agencies,DD,DD-DEPARTMENT OF DEFENSE,DD34,DD34-DEFENSE COMMISSARY AGENCY
1,Cabinet Level Agencies,DD,DD-DEPARTMENT OF DEFENSE,DD35,DD35-DEFENSE FINANCE AND ACCOUNTING SERVICE
1,Cabinet Level Agencies,DD,DD-DEPARTMENT OF DEFENSE,DD48,DD48-DEFENSE HUMAN RESOURCES ACTIVITY
1,Cabinet Level Agencies,DD,DD-DEPARTMENT OF DEFENSE,DD50,DD50-USD(A&T) DEFENSE SUPPORT ACTIVITY
1,Cabinet Level Agencies,DD,DD-DEPARTMENT OF DEFENSE,DD58,DD58-DEFENSE POW/MIA OFFICE
1,Cabinet Level Agencies,DD,DD-DEPARTMENT OF DEFENSE,DD60,DD60-TRICARE MANAGEMENT ACTIVITY
1,Cabinet Level Agencies,DJ,DJ-DEPARTMENT OF JUSTICE,DJ01,"DJ01-OFFICES, BOARDS AND DIVISIONS"
1,Cabinet Level Agencies,DJ,DJ-DEPARTMENT OF JUSTICE,DJ02,DJ02-FEDERAL BUREAU OF INVESTIGATION
1,Cabinet Level Agencies,DJ,DJ-DEPARTMENT OF JUSTICE,DJ03,DJ03-BUREAU OF PRISONS/FEDERAL PRISON SYSTEM
1,Cabinet Level Agencies,DJ,DJ-DEPARTMENT OF JUSTICE,DJ04,DJ04-IMMIGRATION AND NATURALIZATION SERVICE
1,Cabinet Level Agencies,DJ,DJ-DEPARTMENT OF JUSTICE,DJ06,DJ06-DRUG ENFORCEMENT ADMINISTRATION
1,Cabinet Level Agencies,DJ,DJ-DEPARTMENT OF JUSTICE,DJ07,DJ07-OFFICE OF JUSTICE PROGRAMS
1,Cabinet Level Agencies,DJ,DJ-DEPARTMENT OF JUSTICE,DJ08,DJ08-U.S. MARSHALS SERVICE
1,Cabinet Level Agencies,DJ,DJ-DEPARTMENT OF JUSTICE,DJ09,DJ09-EXECUTIVE OFFICE FOR U.S. ATTORNEYS AND THE OFFICES OF THE U.S. ATTORNEYS
1,Cabinet Level Agencies,DJ,DJ-DEPARTMENT OF JUSTICE,DJ10,DJ10-OFFICE OF THE INSPECTOR GENERAL
1,Cabinet Level Agencies,DJ,DJ-DEPARTMENT OF JUSTICE,DJ11,DJ11-U.S. TRUSTEE SYSTEM
1,Cabinet Level Agencies,DJ,DJ-DEPARTMENT OF JUSTICE,DJ12,DJ12-EXECUTIVE OFFICE FOR IMMIGRATION REVIEW
1,Cabinet Level Agencies,DJ,DJ-DEPARTMENT OF JUSTICE,DJ14,DJ14-COMMUNITY RELATIONS SERVICE
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DL**,DL**-UNSPECIFIED
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLAA,DLAA-OFFICE OF THE SECRETARY OF LABOR
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLAM,DLAM-OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLBL,DLBL-BUREAU OF INTERNATIONAL LABOR AFFAIRS
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLCA,DLCA-OFFICE OF CONGRESSIONAL AND INTERGOVERNMENTAL AFFAIRS
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLCF,DLCF-OFFICE OF THE CHIEF FINANCIAL OFFICER
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLEH,DLEH-PRESIDENT'S COMMITTEE ON EMPLOYMENT OF PEOPLE WITH DISABILITIES
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLES,DLES-EMPLOYMENT STANDARDS ADMINISTRATION
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLET,DLET-EMPLOYMENT AND TRAINING ADMINISTRATION
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLIG,DLIG-OFFICE OF THE INSPECTOR GENERAL
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLLS,DLLS-BUREAU OF LABOR STATISTICS
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLMS,DLMS-MINE SAFETY AND HEALTH ADMINISTRATION
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLNY,DLNY-NATIONAL OCCUPATIONAL INFORMATION COORDINATING COMMITTEE
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLPA,DLPA-OFFICE OF PUBLIC AFFAIRS
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLPE,DLPE-OFFICE OF THE ASSISTANT SECRETARY FOR POLICY
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLPW,DLPW-PENSION AND WELFARE BENEFITS ADMINISTRATION
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLSH,DLSH-OCCUPATIONAL SAFETY AND HEALTH ADMINISTRATION
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLSL,DLSL-OFFICE OF THE SOLICITOR
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLVE,DLVE-VETERANS EMPLOYMENT AND TRAINING SERVICES
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLWB,DLWB-WOMEN'S BUREAU
1,Cabinet Level Agencies,DN,DN-DEPARTMENT OF ENERGY,DN00,DN00-DEPARTMENT OF ENERGY
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEA,EDEA-IMMEDIATE OFFICE OF THE SECRETARY OF EDUCATION
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEB,EDEB-OFFICE OF THE DUTY SECRETARY OF EDUCATION
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEC,EDEC-OFFICE FOR CIVIL RIGHTS
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEE,EDEE-OFFICE OF THE UNDER SECRETARY
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEF,EDEF-OFFICE OF INSPECTOR GENERAL
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEG,EDEG-OFFICE OF THE GENERAL COUNSEL
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEH,EDEH-OFFICE OF SPECIAL EDUCATION AND REHABILITATIVE SERVICES
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEJ,EDEJ-OFFICE OF LEGISLATION AND CONGRESSIONAL AFFAIRS
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEK,EDEK-OFFICE OF INTERGOVERNMENTAL AND INTERAGENCY AFFAIRS
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEL,EDEL-OFFICE OF THE CHIEF FINANCIAL OFFICER
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEM,EDEM-OFFICE OF MANAGEMENT
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEP,EDEP-OFFICE OF POSTSECONDARY EDUCATION
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDER,EDER-OFFICE OF EDUCATIONAL RESEARCH AND IMPROVEMENT
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDES,EDES-OFFICE OF ELEMENTARY AND SECONDARY EDUCATION
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDET,EDET-OFFICE OF BILINGUAL EDUCATION AND MINORITY LANGUAGES AFFAIRS
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEV,EDEV-OFFICE OF VOCATIONAL AND ADULT EDUCATION
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEX,EDEX-NATIONAL INSTITUTE FOR LITERACY
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEY,EDEY-ADVISORY COUNCILS AND COMMITTEES
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEZ,EDEZ-NATIONAL ASSESSMENT GOVERNING BOARD
1,Cabinet Level Agencies,HE,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,HE10,HE10-OFFICE OF THE SECRETARY OF HEALTH AND HUMAN SERVICES
1,Cabinet Level Agencies,HE,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,HE11,HE11-PROGRAM SUPPORT CENTER
1,Cabinet Level Agencies,HE,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,HE31,HE31-OFFICE OF THE ASSISTANT SECRETARY FOR HEALTH
1,Cabinet Level Agencies,HE,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,HE32,HE32-SUBSTANCE ABUSE AND MENTAL HEALTH ADMINISTRATION
1,Cabinet Level Agencies,HE,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,HE33,HE33-AGENCY FOR HEALTH CARE POLICY AND RESEARCH
1,Cabinet Level Agencies,HE,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,HE34,HE34-HEALTH RESOURCES AND SERVICES ADMINISTRATION
1,Cabinet Level Agencies,HE,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,HE35,HE35-AGENCY FOR TOXIC SUBSTANCES AND DISEASE REGISTRY
1,Cabinet Level Agencies,HE,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,HE36,HE36-FOOD AND DRUG ADMINISTRATION
1,Cabinet Level Agencies,HE,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,HE37,HE37-INDIAN HEALTH SERVICE
1,Cabinet Level Agencies,HE,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,HE38,HE38-NATIONAL INSTITUTES OF HEALTH
1,Cabinet Level Agencies,HE,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,HE39,HE39-CENTERS FOR DISEASE CONTROL AND PREVENTION
1,Cabinet Level Agencies,HE,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,HE70,HE70-HEALTH CARE FINANCING ADMINISTRATION
1,Cabinet Level Agencies,HE,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,HE90,HE90-ADMINISTRATION FOR CHILDREN AND FAMILIES
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HU01,HU01-REGION 1 - SECRETARY'S REPRESENTATIVE FOR NEW ENGLAND
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HU02,HU02-REGION 2 - SECRETARY'S REPRESENTATIVE FOR NEW YORK/NEW JERSEY
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HU03,HU03-REGION 3 - SECRETARY'S REPRESENTATIVE FOR MID-ATLANTIC
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HU04,HU04-REGION 4 - SECRETARY'S REPRESENTATIVE FOR SOUTHEAST/CARIBBEAN
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HU05,HU05-REGION 5 - SECRETARY'S REPRESENTATIVE FOR MIDWEST
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HU06,HU06-REGION 6 - SECRETARY'S REPRESENTATIVE FOR SOUTHWEST
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HU07,HU07-REGION 7 - SECRETARY'S REPRESENTATIVE FOR GREAT PLAINS
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HU08,HU08-REGION 8 - SECRETARY'S REPRESENTATIVE FOR ROCKY MOUNTAINS
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HU09,HU09-REGION 9 - SECRETARY'S REPRESENTATIVE FOR PACIFIC/HAWAII
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HU10,HU10-REGION 10 - SECRETARY'S REPRESENTATIVE FOR NORTHWEST/ALASKA
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUAA,HUAA-OFFICE OF THE SECRETARY OF HOUSING AND URBAN DEVELOPMENT
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUBB,HUBB-ASSISTANT SECRETARY FOR ADMINISTRATION
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUCC,HUCC-OFFICE OF GENERAL COUNSEL
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUDD,HUDD-ASSISTANT SECRETARY FOR COMMUNITY PLANNING AND DEVELOPMENT
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUEE,HUEE-ASSISTANT SECRETARY FOR FAIR HOUSING AND EQUAL OPPORTUNITY
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUFF,HUFF-OFFICE OF THE CHIEF FINANCIAL OFFICER
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUGG,HUGG-OFFICE OF INSPECTOR GENERAL
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUII,HUII-OFFICE OF DEPARTMENTAL OPERATIONS AND COORDINATION
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUJJ,HUJJ-ASSISTANT SECRETARY FOR CONGRESSIONAL AND INTERGOVERNMENTAL RELATIONS
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HULL,HULL-OFFICE OF LEAD-BASED PAINT ABATEMENT AND POISONING PREVENTION
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUMM,HUMM-ASSISTANT SECRETARY FOR HOUSING--FEDERAL HOUSING COMMISSIONER
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUOO,HUOO-OFFICE OF FEDERAL HOUSING ENTERPRISE OVERSIGHT
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUPP,HUPP-ASSISTANT SECRETARY FOR PUBLIC AND INDIAN HOUSING
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HURR,HURR-ASSISTANT SECRETARY FOR POLICY DEVELOPMENT AND RESEARCH
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUTT,HUTT-GOVERNMENT NATIONAL MORTGAGE ASSOCIATION (GINNIE MAE)
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUUU,HUUU-OFFICE OF DEPARTMENTAL EQUAL EMPLOYMENT OPPORTUNITY
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUVV,HUVV-DEPARTMENTAL ENFORCEMENT CENTER
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUWW,HUWW-ASSISTANT SECRETARY FOR PUBLIC AFFAIRS
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUXX,HUXX-DEPARTMENTAL REAL ESTATE ASSESSMENT CENTER
1,Cabinet Level Agencies,IN,IN-DEPARTMENT OF THE INTERIOR,IN01,IN01-OFFICE OF THE SECRETARY OF THE INTERIOR
1,Cabinet Level Agencies,IN,IN-DEPARTMENT OF THE INTERIOR,IN05,IN05-BUREAU OF LAND MANAGEMENT
1,Cabinet Level Agencies,IN,IN-DEPARTMENT OF THE INTERIOR,IN06,IN06-INDIAN AFFAIRS
1,Cabinet Level Agencies,IN,IN-DEPARTMENT OF THE INTERIOR,IN07,IN07-BUREAU OF RECLAMATION
1,Cabinet Level Agencies,IN,IN-DEPARTMENT OF THE INTERIOR,IN08,IN08-GEOLOGICAL SURVEY
1,Cabinet Level Agencies,IN,IN-DEPARTMENT OF THE INTERIOR,IN10,IN10-NATIONAL PARK SERVICE
1,Cabinet Level Agencies,IN,IN-DEPARTMENT OF THE INTERIOR,IN15,IN15-U.S. FISH AND WILDLIFE SERVICE
1,Cabinet Level Agencies,IN,IN-DEPARTMENT OF THE INTERIOR,IN21,IN21-OFFICE OF THE SOLICITOR
1,Cabinet Level Agencies,IN,IN-DEPARTMENT OF THE INTERIOR,IN22,"IN22-OFFICE OF SURFACE MINING, RECLAMATION AND ENFORCEMENT"
1,Cabinet Level Agencies,IN,IN-DEPARTMENT OF THE INTERIOR,IN23,IN23-MINERAL MANAGEMENT SERVICE
1,Cabinet Level Agencies,IN,IN-DEPARTMENT OF THE INTERIOR,IN24,IN24-OFFICE OF THE INSPECTOR GENERAL
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV08,NV08-IMMEDIATE OFFICE OF THE SECRETARY OF THE NAVY
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV09,NV09-NAVY STAFF OFFICES
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV10,NV10-NAVY FIELD OFFICES
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV11,NV11-IMMEDIATE OFFICE OF THE CHIEF OF NAVAL OPERATIONS
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV14,NV14-OFFICE OF NAVAL RESEARCH
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV15,NV15-NAVAL INTELLIGENCE COMMAND
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV18,NV18-NAVAL MEDICAL COMMAND
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV19,NV19-NAVAL AIR SYSTEMS COMMAND
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV22,NV22-BUREAU OF NAVAL PERSONNEL
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV23,NV23-NAVAL SUPPLY SYSTEMS COMMAND
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV24,NV24-NAVAL SEA SYSTEMS COMMAND
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV25,NV25-NAVAL FACILITIES ENGINEERING COMMAND
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV27,NV27-U.S. MARINE CORPS
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV30,NV30-SPECIAL PROJECTS OFFICE
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV33,NV33-MILITARY SEALIFT COMMAND
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV39,NV39-NAVAL SPACE AND WARFARE SYSTEMS COMMAND
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV60,"NV60-U.S. ATLANTIC FLEET, COMMANDER IN CHIEF"
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV61,"NV61-U.S. NAVAL FORCES, EUROPE"
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV62,NV62-NAVAL EDUCATION AND TRAINING COMMAND
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV63,NV63-NAVAL COMPUTER AND TELECOMMUNICATIONS COMMAND
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV65,NV65-NAVAL OCEANOGRAPHY COMMAND
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV69,NV69-NAVAL SECURITY GROUP COMMAND
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV70,"NV70-U.S. PACIFIC FLEET, COMMANDER IN CHIEF"
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV72,NV72-NAVAL RESERVE FORCE
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV74,NV74-NAVAL SPECIAL WARFARE COMMAND
1,Cabinet Level Agencies,ST,ST-DEPARTMENT OF STATE,ST00,ST00-DEPARTMENT OF STATE
1,Cabinet Level Agencies,TD,TD-DEPARTMENT OF TRANSPORTATION,TD01,TD01-OFFICE OF THE SECRETARY OF TRANSPORTATION
1,Cabinet Level Agencies,TD,TD-DEPARTMENT OF TRANSPORTATION,TD02,TD02-U.S. COAST GUARD
1,Cabinet Level Agencies,TD,TD-DEPARTMENT OF TRANSPORTATION,TD03,TD03-FEDERAL AVIATION ADMINISTRATION
1,Cabinet Level Agencies,TD,TD-DEPARTMENT OF TRANSPORTATION,TD04,TD04-FEDERAL HIGHWAY ADMINISTRATION
1,Cabinet Level Agencies,TD,TD-DEPARTMENT OF TRANSPORTATION,TD05,TD05-FEDERAL RAILROAD ADMINISTRATION
1,Cabinet Level Agencies,TD,TD-DEPARTMENT OF TRANSPORTATION,TD06,TD06-SAINT LAWRENCE SEAWAY DEVELOPMENT CORPORATION
1,Cabinet Level Agencies,TD,TD-DEPARTMENT OF TRANSPORTATION,TD09,TD09-FEDERAL TRANSIT ADMINISTRATION
1,Cabinet Level Agencies,TD,TD-DEPARTMENT OF TRANSPORTATION,TD10,TD10-NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION
1,Cabinet Level Agencies,TD,TD-DEPARTMENT OF TRANSPORTATION,TD11,TD11-RESEARCH AND SPECIAL PROGRAMS ADMINISTRATION
1,Cabinet Level Agencies,TD,TD-DEPARTMENT OF TRANSPORTATION,TD12,TD12-OFFICE OF INSPECTOR GENERAL
1,Cabinet Level Agencies,TD,TD-DEPARTMENT OF TRANSPORTATION,TD13,TD13-MARITIME ADMINISTRATION
1,Cabinet Level Agencies,TD,TD-DEPARTMENT OF TRANSPORTATION,TD15,TD15-SURFACE TRANSPORTATION BOARD
1,Cabinet Level Agencies,TR,TR-DEPARTMENT OF THE TREASURY,TR35,TR35-OFFICE OF THRIFT SUPERVISION
1,Cabinet Level Agencies,TR,TR-DEPARTMENT OF THE TREASURY,TR40,"TR40-BUREAU OF ALCOHOL, TOBACCO AND FIREARMS"
1,Cabinet Level Agencies,TR,TR-DEPARTMENT OF THE TREASURY,TR91,TR91-DEPARTMENTAL OFFICES
1,Cabinet Level Agencies,TR,TR-DEPARTMENT OF THE TREASURY,TR93,TR93-INTERNAL REVENUE SERVICE
1,Cabinet Level Agencies,TR,TR-DEPARTMENT OF THE TREASURY,TR95,TR95-OFFICE OF INSPECTOR GENERAL
1,Cabinet Level Agencies,TR,TR-DEPARTMENT OF THE TREASURY,TRA#,TRAF-U.S. CUSTOMS SERVICE
1,Cabinet Level Agencies,TR,TR-DEPARTMENT OF THE TREASURY,TRAA,TRAA-FINANCIAL MANAGEMENT SERVICE
1,Cabinet Level Agencies,TR,TR-DEPARTMENT OF THE TREASURY,TRAB,TRAB-BUREAU OF THE PUBLIC DEBT
1,Cabinet Level Agencies,TR,TR-DEPARTMENT OF THE TREASURY,TRAC,TRAC-U.S. SECRET SERVICE
1,Cabinet Level Agencies,TR,TR-DEPARTMENT OF THE TREASURY,TRAD,TRAD-U.S. MINT
1,Cabinet Level Agencies,TR,TR-DEPARTMENT OF THE TREASURY,TRAF,TRAF-U.S. CUSTOMS SERVICE
1,Cabinet Level Agencies,TR,TR-DEPARTMENT OF THE TREASURY,TRAH,TRAH-FEDERAL LAW ENFORCEMENT TRAINING CENTER
1,Cabinet Level Agencies,TR,TR-DEPARTMENT OF THE TREASURY,TRAI,TRAI-BUREAU OF ENGRAVING AND PRINTING
1,Cabinet Level Agencies,TR,TR-DEPARTMENT OF THE TREASURY,TRAJ,TRAJ-OFFICE OF THE COMPTROLLER OF THE CURRENCY
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VA**,VA**-UNSPECIFIED
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAAA,VAAA-OFFICE OF THE SECRETARY
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAAC,VAAC-BOARD OF CONTRACT APPEALS
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAAD,VAAD-BOARD OF VETERANS APPEALS
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAAE,VAAE-GENERAL COUNSEL
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAAF,VAAF-INSPECTOR GENERAL
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAAH,VAAH-OFFICE OF SMALL AND DISADVANTAGED BUSINESS UTILIZATION
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VABA,VABA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR HUMAN RESOURCES AND ADMINISTRATION
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VABB,VABB-DEPUTY ASSISTANT SECRETARY FOR SECURITY AND LAW ENFORCEMENT
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VABC,VABC-DEPUTY ASSISTANT SECRETARY FOR HUMAN RESOURCES MANAGEMENT
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VABD,VABD-DEPUTY ASSISTANT SECRETARY FOR EQUAL EMPLOYMENT OPPORTUNITY
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VABE,VABE-DEPUTY ASSISTANT SECRETARY FOR ADMINISTRATION
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VADA,VADA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR MANAGEMENT
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VADC,VADC-DEPUTY ASSISTANT SECRETARY FOR BUDGET
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VADD,VADD-DEPUTY ASSISTANT SECRETARY FOR FINANCIAL MANAGEMENT
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VADG,VADG-DEPUTY ASSISTANT SECRETARY FOR ACQUISITION AND MATERIEL MANAGEMENT
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAHA,VAHA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR POLICY AND PLANNING
